pseudoword,syllable_length,quality_flag,source_method,pronounceability_note,corpus_match_status,review_status,notes
quứch xăt sủng,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
giéch gấnh kếm,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
rổch thửi dơp,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quẳc hẳp quợnh,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
hưch giậm sộc,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
vợm phậnh nhệt,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
bủc sỏt chóm,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
kịnh nhẻ ngỷt,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nóm phớnh dêc,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
xút lổt rẹn,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
chậnh đớc vủ,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
lếp mịnh dệnh,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
sỵch ngịnh bỏm,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
réng nợch ủch,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
phủng bỉt mốp,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nghíu giẳp tụm,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
hởt nhảng dậng,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
tếc mửm rưc,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhôn âng gúm,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
đị lôc trấ,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dốn ngểng tói,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
vỉp míc vẻo,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
xạch tậng giớ,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
phẹ nhủnh đỵp,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nảch nghểch lúnh,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
sẹp rặt thộ,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
phịn măm nhỏn,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
hợnh dỵn rưp,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dựt hịch nhích,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
giọc sệnh chỏnh,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
thủp trỷ thỵp,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nghẻch trủc mụnh,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
giẻm kẻch ắm,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ản sốnh quỉ,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
rọng nghỉc mẹn,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
lợng thỵn rụn,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
lện tặt gủnh,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
sưt quún kịnh,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
kến nủnh giếch,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngẹo hỉch đọnh,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
cớt mứn giịch,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ẩnh hảnh hển,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
giém thạn nghẹc,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
rửc giạch dỷ,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
hý xêp dú,3,low,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quốn phớn nhệ,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ýp cọnh béng,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ửn đởp sọp,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhính êt phỷnh,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
gọch ngảo nỵn,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
kẹch ngểng dỏc,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
thịp nhủn trụnh,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
hệp ặt mýp,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nghẻt ỏt chệ,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
hậng đanh sýn,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ghím chônh đý,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ghêc đợng nhêng,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
sơch mêt sỏng,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
trỏnh quúng dựt,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quệng phỵch chổt,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
gíc rịc hơm,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhựng nhộnh hấch,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngêch ỉc quúch,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
giểt ngửm sâch,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
rức phịm mẹp,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ộnh rơc vếng,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngẹn thỏn ổch,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quựng thíu bỉc,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
lổ giặ xỵch,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
chợn giợnh đựp,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
hặm gỏc ghỉu,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
gỏm giứng nhẩng,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
vổm răc gửng,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
kẻp quím hếnh,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngửnh xếc dất,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngốch hặn thửnh,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
séo chọp sốp,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dóc dên ấng,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
đẻt nhớc tró,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
sẹch thýc xợn,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dưt lẻng bóch,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
chỷn quợp ại,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quụm tảt trỏch,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
thíc thộm phôch,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
sôc đứn chốp,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quẩch quốnh mắ,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
lớch cụn trớc,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dỵch trộnh chéch,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhén dỏc giẩt,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
mởnh sẳc chởm,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
phịc rựch vỏp,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dển rảo mớch,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
núch ợn nẩc,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
rứi chửch phác,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
hẹt sôt xựt,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhêt bỏc đêt,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
phứt xớp giạt,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
hảnh giâm gỉp,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nểng giẩp quựnh,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
thẻp séo cún,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhúi phỷch kếc,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
rểch dưch trỉp,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
sểp lủc quố,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
phỏi ngọnh bếng,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngớp són vơnh,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
tưc trứt tộng,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ỷn chẻc thủp,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quọch hắng tốm,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
xặn trịu quọnh,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
híu tọm mựn,3,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
